103458	LJ111337	negative	Long story short , our cat was having trouble breathing the other night .
47575	LJ111339	positive	My heart goes out to the both of you .
113717	LJ111341	neutral	I was going to bring cookies to Cody cause Ktown totally ditched me today .
311581	LJ111343	neutral	and about eric 's beard ... i know , eh ?
43473	LJ111344	neutral	and well , i may or may not talk to carder tommarow .
134089	LJ111346	neutral	Perhaps we should have a BBC reality tv afternoon ?
921602	LJ111348	negative	oh my god you guys can we talk about that episode of criminal minds ?
110607	LJ111350	neutral	I assume there is one she can visit .
43468	LJ111351	negative	But what the fuck is language poetry ?
166574	LJ111353	negative	Everyone is doing live stream things , and I keep missing tem !
134089	LJ111355	negative	Wow , that was really horrifying .
367889	LJ111357	neutral	Drunken Angel on Saturday anyone ?
44612	LJ111359	neutral	Man , the last two months just flew .
247111	LJ111361	neutral	LLLINKKK Explanation and Issue No. 1 here .
113717	LJ111363	negative	I did not have time to drop by P&T today .
113717	LJ111365	negative	I do not have any real life goals either .
100960	LJ111367	negative	I do not so make sure you have your own sleeping arrangements such as a tent .
166574	LJ111369	neutral	LLLINKKK IIIMAGEEE IIIMAGEEE All in all , this post is just chock full of hunky dudes , isn't it ?
136592	LJ111371	neutral	Basically it is the same premise ( I think minus the greasiness and lip-colour claims ) , like a 5-in-1 powder .
93836	LJ111372	neutral	Right down to business , no ifs , ands , or buts !
88710	LJ111373	positive	-- they are kind of beautiful .
559543	LJ111375	neutral	I could probably write a ten-page paper on why this video encapsulates what it means to be a human being .
88710	LJ111377	negative	I have been losing time all over the place lately .
103458	LJ111382	positive	At least , in the end , she knew that people cared and that she was not alone .
54060	LJ111385	positive	my ex used to be a manager there !
132200	LJ111387	positive	That would be cool , im planning on going Saturday night , you should go !
10260	LJ111389	positive	I , too , will be sharing it w/ everyone I know :)
368315	LJ111391	neutral	Maybe flipping them around and seeing `` Sanjuro '' first is the way forward , then .
50595	LJ111392	positive	Until then , free hugs for all , and have a happy Kwanzaanukkahmas .
13495	LJ111395	positive	\* Hugs \* I am glad you are safe !
113717	LJ111398	positive	\* sends XTREME hmv luck \* many luck to YOU !
134089	LJ111401	negative	Be wary as this can make weak stomaches weaker ... Thank god your not dealing with this :
53298	LJ111404	positive	its going to be oodles of fun .
44612	LJ111409	positive	Good thing there is a computer to procrastinate with .
166574	LJ111411	positive	Originally published at LLLINKKK rosemarytravale .
43473	LJ111413	positive	stacy will be amazing at it , mrs hill , carder , and i have confidence in her .
11719	LJ111416	positive	Hope I get to talk to you again soon !
44612	LJ111418	positive	ps I really want to meet your hub and furry babes !
100417	LJ111419	negative	try ebay , otherwise try richer friends .
37203	LJ111421	neutral	But something \* did \* happen .
311581	LJ111422	positive	- hopefully going to be watching little shop of horrors with eric tonight .
54481	LJ111424	neutral	My number is 208-371-7323 if ya wanna talk .
115956	LJ111426	positive	BUT AWWW , that pom is sooo adorable .
434925	LJ111429	positive	that movie was better than I expected !
54481	LJ111431	neutral	in the sunny Virginia beach ..
311581	LJ111436	positive	Oh man Little Shop Of Horros is weird and awesome ...
87324	LJ111438	positive	It is funny in a really twisted way .
47575	LJ111441	positive	I will be praying for both of you .
112944	LJ111442	neutral	Sitting in services near Harrow while Bruce gets directions .
108959	LJ111443	negative	We watched that show for about a minute , and we just could not stand it .
37745	LJ111445	negative	I think it must just be the season , everyone I know of is having poor sales !
50595	LJ111447	neutral	Spackle your openings in anticipation of my return .
100960	LJ111448	negative	But we 'll kick you out if you snore .
570064	LJ111452	neutral	Of course I read your journal .
112944	LJ111453	neutral	When I woke up , I looked out the window at a road sign and asked him why we were in England .
43473	LJ111454	neutral	and yes , mrs hill said so , i talked to her .
102168	LJ111456	negative	i do not have much time to read here so i am awful picky about who i add .
136592	LJ111458	neutral	i wonder what else you could use it for ... shower gel ?
115956	LJ111459	negative	i will never ever dress that puppy .
60361	LJ111461	positive	he would remember them and sketch portraits later .
54060	LJ111463	negative	sorry i missed the last couple shows you told me about .
134089	LJ111465	positive	It made me feel better about the state of my apartment .
60253	LJ111467	positive	and , of course , we are obligated to choose our own school .
11719	LJ111470	positive	Lovely meeting you and tea-ing it up !
6093	LJ111472	positive	i have got to tell u they are marvelous , cheers for that .
149695	LJ111475	neutral	Normally they have everything on there .
43473	LJ111477	positive	` fraid to say i side a bit more with allison on this one , love .
119996	LJ111479	positive	i refuse to cull them because they fascinate me , and somehow still put up with my shit on their friends page daily .
132200	LJ111481	positive	I am pretty pleased about how things are going since i have been back .
57654	LJ111483	neutral	LLLINKKK Zombies are a allegory for class warfare .
367889	LJ111484	neutral	... Mifune during his first Kurosawa ?
103140	LJ111485	neutral	if you are really into the green scene , you might as well forgo LLLINKKK electricity too .
43473	LJ111486	positive	haha , that sucks , because the drumline will be just fine
6093	LJ111490	positive	i had like to always read ur latest on goings okay .
11719	LJ111493	positive	Maybe a bit too busy to appreciate it as well as I had like , but definitely good .
110607	LJ111496	negative	I also get treated badly by my managers .
40123	LJ111498	neutral	so i can take your dna and make little sam clones to fold my laundry ?
520040	LJ111499	neutral	You will have to sign up to join Facebook yourself , it is not `` public '' like this journal is .
60253	LJ111501	negative	THEREFORE , you should not go at all .
57654	LJ111503	neutral	LLLINKKK Other metro riders seem to think so .
34168	LJ111504	neutral	a rumba for roadways and a sparkler in every fist !
47575	LJ111505	negative	Oh god ... I can not imagine what you must be going through right now .
254047	LJ111509	neutral	And you have to use it ( or start using it ) by Sunday .
463584	LJ111511	negative	`` Thud '' means it is just a boring wordcount post .
340641	LJ111513	neutral	Here they are , beneath the cut : LLLINKKK LLLINKKK CLIFFS .
54060	LJ111514	neutral	i had like to go to the next one though !
34168	LJ111515	positive	I read a bit on the site and it looks very much up my alley , as far as my taste in fantasy fiction .
134089	LJ111518	positive	Congratulations on missing your flight , Matt !
43473	LJ111520	negative	It is her journal , I am pretty sure she can post whatever the fuck she wants on it .
37745	LJ111523	positive	Things were slow last week as well , and at the last minute things still sold well .
226553	LJ111526	positive	Anyone care to tell me when it 'd be a good idea to do so ? ]
88710	LJ111528	neutral	always remember ; We must go forward , not backward .
226553	LJ111530	neutral	\* when I get around to posting reminders .
10260	LJ111531	neutral	`` For more information on the Crack Spiders bitch , please contact the Gov ` t of Canada '' LOLOL .
43473	LJ111532	positive	[/sarcasm] lol Good luck with that .
226553	LJ111534	neutral	Did you already post original announcements to afp and cam .
50595	LJ111536	neutral	For PEOPLE in my immediate vicinity .
44612	LJ111538	positive	March is really nice in Texas , it is before it gets too too hot , but it is still nice out .
43473	LJ111542	negative	just because you didnt get drum major , doesnt mean the band is going to be bad .
166574	LJ111545	positive	It will be ridiculous and so fun , I bet
149695	LJ111547	neutral	I have noticed that with other shows too .
54481	LJ111549	positive	I might actually have more of a navy wife thing going on then I ever did with nathan .
134089	LJ111550	positive	Speaking of cleaning , I was watching one of my favorite BBC shows today ( `` How Clean is Your House ? '' )
6093	LJ111552	neutral	I think I have seen them on osculations ?
171479	LJ111553	neutral	; ____ ; \* hug \* Was it a full format or a quick format ?
368315	LJ111555	neutral	So are we on for the 7:30 show , then ?
43473	LJ111556	positive	im sure he had be FASCINATED to hear about it .
87324	LJ111558	neutral	You may be shocked to learn that I have seen Boondock Saints .
13495	LJ111560	positive	I hope everything turns out well .
87207	LJ111563	neutral	ok or not , It will still be going on forever 5 years after from this post .
368315	LJ111565	neutral	Ok , I am almost ready to leave .
40123	LJ111567	positive	see you in nyc \* if you decide to go \* ;)
217919	LJ111570	negative	I would read it ... but I am not a PoT fan .
50595	LJ111572	positive	BUT I found the most SPECTACULAR THING and it is WEEPING to be owned by you .
34168	LJ111575	neutral	this is what your countryside makes me think of : : : .
60253	LJ111576	negative	How unfair , Paxon kids really get screwed in that respect ... >.>
47575	LJ111579	negative	I do not know how else to say it - we lost the baby Saturday morning .
37203	LJ111582	neutral	Yup , I saw that this morning ( like the hangover after the night of partying ) .
110607	LJ111584	positive	hey hotstuff , take her to a free clinic .
166574	LJ111585	neutral	You can comment here or LLLINKKK there .
8385	LJ111586	neutral	People sitting right there in the ground .
108741	LJ111588	negative	to anyone who overheard my drunken ramblings last night , i am not really the king of the universe .
119996	LJ111591	negative	i am not sure if i blame him , considering i am not very responsive to some of his entries .
119996	LJ111594	neutral	it appears LLLINKKK IIIMAGEEELLLINKKK ___ dash ___ has culled me .
570064	LJ111596	positive	And thank you for the comment : D.
11719	LJ111598	negative	I will have to see if I can not do something about sharing some .
218101	LJ111602	positive	yesssss , livejournal layouts 4lyfe .
25267	LJ111604	negative	IIIMAGEEE i am afraid of meeting my doppleganger .
88710	LJ111606	neutral	He said `` you said a system in collapse is a system moving forward '' and I am a system moving forward .
141436	LJ111607	neutral	My sacrum used to go out every month just before my period .
54060	LJ111608	positive	Everyone seems pretty cool so far .
13495	LJ111610	positive	We are back home and the house is still standing !
65401	LJ111615	positive	I 'M USING THIS JOURNAL AGAIN .
47575	LJ111616	negative	My deepest condolences my dear friend .
88710	LJ111619	negative	Kind of a boring answer , I suppose .
141436	LJ111622	positive	I consider myself lucky I rarely get PMS unless I am already hurting .
111010	LJ111629	negative	My younger brother does not have a console , and he is ten .
8385	LJ111631	neutral	Just walk , stone to stone , and read all those people 's names .
134089	LJ111633	negative	But generally there has not been much to talk about , thus my lack of posts .
40123	LJ111636	positive	Better Luck just paying me to fold your laundry .
43473	LJ111638	negative	whats done is done , theres nothing anyone can do .
8385	LJ111640	negative	Although teaching 14 kids under 12 the jazz square is a bit daunting !
119996	LJ111642	neutral	see you at mitsquana 's tomorrow nite then ???
151978	LJ111643	neutral	if you will find erik there ... then you will find hermes there
103458	LJ111648	negative	[hugs] I know what this is like , Simba died of this .
127926	LJ111650	neutral	There I was , picking up green beans for tomorrow and EPIC FAIL HAIR .
50595	LJ111651	neutral	I just wanted to say I am not dead .
367889	LJ111653	neutral	LLLINKKK IIIMAGEEELLLINKKK brewsternorth - does that work for you ?
93836	LJ111654	negative	He can see the danger and risk in this policy , and the damage it has caused to women and families .
367889	LJ111657	neutral	But I could just go see her the next time she plays .
149695	LJ111658	neutral	Your post made me remember a Madtv parody skit of it .
103458	LJ111659	negative	i know how bad this hurts :(
171479	LJ111661	negative	There is mistaking one drive for another .
570064	LJ111663	positive	My cellphone takes pretty good pictures !
34168	LJ111665	negative	It also pissed off the church no end due to some of the fantasy concepts .
141436	LJ111667	negative	Every freaking time I take a break and come back to skating I push too hard and my tailbone ends up out of place .
102168	LJ111669	neutral	troubles@gmail.com and take care of yourself , boy .
113717	LJ111671	neutral	Maybe tomorrow before I meet Matt at Phibbs .
171479	LJ111673	neutral	All the raws for the site , everything .
40123	LJ111674	positive	but the advantage SVA has is its ' faculty , internships , etc. the guarantee of a job , as opposed to Savannah .
100960	LJ111675	negative	I am going to steal your kitty and then all of your toys !
37745	LJ111677	negative	I remember when I changed my ebay account I lost people .
40123	LJ111679	neutral	I am taking a hiatus from the online world .
103140	LJ111682	positive	at least there were no ill effects , other than my clothes being nice and soft :)
132200	LJ111686	positive	Working alot and producing pretty pictures .
111010	LJ111688	positive	I have admitted to myself that I am getting this system almost entirely for Kingdom Hearts .
368315	LJ111690	positive	Someday , I hope to say hello ( says the guy who works nights ) .
127926	LJ111692	neutral	Posted via LLLINKKK LiveJournal .
560950	LJ111693	neutral	My pictures from there are here : LLLINKKK
10260	LJ111694	positive	I think this is seriously one of the funniest things SNL has ever done !
37203	LJ111697	neutral	Well I think that was by intent .
178715	LJ111699	positive	It is one of the only places I have ever felt truly at peace .
88710	LJ111702	neutral	I am long-stemmed and far from the soil .
10576	LJ111703	neutral	I do not have a preference as far as what kind of wood .
43473	LJ111705	neutral	theres my two cents , do as you will ...
49467	LJ111707	neutral	what should I doooo with these tickets ??
367889	LJ111708	neutral	1:30 , 3:30 , 5:40 , 7:50 , 9:50
102168	LJ111711	negative	i was too awkward to even attend the school dances , so do not feel bad .
374243	LJ111714	positive	I like that stuff a lot , actually .
218101	LJ111717	neutral	I am going to call you son , we need to make thrifting/hang out plans ASAP .
43473	LJ111718	negative	ya 'll have survived WAY worse drum majors ... no names mention .
8385	LJ111720	negative	It was my first visit to his grave , and felt a bit eerie , since I feel such a stron connection to him to begin with .
218101	LJ111725	negative	also i am sorry for my bad english !
49467	LJ111728	negative	BUT , I really did want to see The Hush Sound and I wanted to take Tianna but she hates them ..
8385	LJ111731	neutral	This may sound odd , but I like cemetarys .
149695	LJ111733	neutral	When you could get all 4 recent seasons of survivor on the main site there were all on hulu .
103458	LJ111735	negative	Before 6 o'clock , Brian and I had to go in and say goodbye , because there is no treatment for feline leukemia .
112641	LJ111738	neutral	one of my goals this summer is to try one new vegetable a week .
171479	LJ111741	neutral	so all the raw data would be still there if you used recovery software .
43473	LJ111743	positive	Carder 's plans usually turn out okay ..
115956	LJ111745	negative	I really hope this girl isnt ( for some unknown psychotic reason ) dragging me along for nothing .
111010	LJ111748	negative	If I ever get children , I will never buy a game console for them .
434925	LJ111750	positive	Anyways , i am excited to see me some jack dav :9
37745	LJ111752	neutral	Too late to list coats and too early to list dresses .
110607	LJ111755	neutral	you are near a big city right ?
463584	LJ111757	positive	Yes , it totally sounds like a good sequel title .
134089	LJ111759	positive	I will try and get back into the posting habbit .
100960	LJ111761	positive	and this might be funny too !!
34168	LJ111763	neutral	But yeah , start off with the Northen Lights and see what you think .
141436	LJ111764	negative	Why can I not work laying down ?
13495	LJ111766	positive	\* clings back \* It is a miracle to return with my house still standing !
34168	LJ111768	positive	Books start off relatively short and ` easy ' reading and get progressively darker and more mature .
11719	LJ111770	positive	\* glomps \* \* is dork \* <3 P.S. : Hopefully I will get to talk to you tonight again !
463584	LJ111773	neutral	Also makes me think of doppelgangers !
112641	LJ111776	neutral	( except the spices and flour to make the bread )
37203	LJ111777	neutral	The whole point was to make it sound like something was happening when nothing was .
171479	LJ111779	negative	But I was considering giving pages away for donation prizes , but that is sort of shitty , is not it ?
25267	LJ111781	positive	Dopplegangers XD I really like your photos , I love the coloring .
921602	LJ111784	neutral	THAT IS NOT RIKER 'S MAHOGANY MANBEARD .
368315	LJ111786	positive	If I see you there , great , but officially I am out .
54481	LJ111789	neutral	It could be almost close to black .
17811	LJ111790	positive	So uh , I think I can actually go to LLLINKKK this ?
87207	LJ111792	neutral	i am about to send you an email with questions about some stuff ... so check it before you leave work !!!
29066	LJ111793	neutral	I think LLLINKKK IIIMAGEEELLLINKKK kingthunder did .
520040	LJ111794	neutral	Hey there how about adding a link to your Facebook page for all of us .
8385	LJ111795	neutral	I think I shall visit every cemetary ever .
43473	LJ111797	positive	As long as the band does fine , it does not matter who is drum major or section leader .
368315	LJ111801	negative	Sigh , no can do - my weekends are all booked up these days .
112944	LJ111803	positive	I have been meaning to write , wondering what is up .
218101	LJ111804	positive	you have a way w. colors as well .
434925	LJ111805	positive	Heh , the DVD is good too - has fun special features .
88710	LJ111808	positive	Sometimes I look forward to getting wrinkles -- if I am lucky enough to live long enough to get them !
8385	LJ111810	positive	I am in love with cemetaries .
136592	LJ111812	neutral	it 'll just be an even color of orange ?
113717	LJ111814	positive	\* sigh \* oh well :P Just stay positive Miss Queegy !
54481	LJ111817	positive	good to hear darien is doing good in school too :3 i have been okay i guess .
54060	LJ111821	neutral	Where is the store going to be ?
94889	LJ111823	positive	Thats true , nine blocks if I am correct ?
102168	LJ111826	neutral	ah , no need to delete , it was just my modesty flaring up a little there .
53298	LJ111828	positive	that was truely one of the highlights of this year .
149695	LJ111830	neutral	It looks like Hulu 's policy seems to be to only offer what is currently being offered by who has that copyright .
87207	LJ111831	positive	` Cos you are a lovely pretty lady :)
10260	LJ111833	positive	Yeah , that Dick in a Box video 's been around for a while , but it is still pretty darn funny .
88710	LJ111835	negative	How interminable are words if they reach nothing .
100960	LJ111838	positive	If I wear a skirt I can sneak in with the cute girls , right ?
112944	LJ111841	positive	Good to `` hear '' your voice .
88710	LJ111843	positive	And always twirling , twirling , twirling towards freedom .
100960	LJ111845	positive	Of course you can stay in my tent !
136592	LJ111846	neutral	why is it called `` thin '' lizzy ?
218101	LJ111847	neutral	But I made the header and patterns etc etc. .
113717	LJ111848	negative	They said they are not really hiring till next month or something .
100960	LJ111850	negative	Fez and I tryed all weekend with no luck .
6093	LJ111852	negative	I know , I am just terrible at updating my journal !
108741	LJ111854	neutral	prince of time and space maybe ...
11719	LJ111856	positive	: : : waves : : : Glad to see you !
254047	LJ111858	neutral	The one catch : you pick up the free pass from me , rather than me deliver it to you .
112944	LJ111859	neutral	He had looked at the map before we set out and insisted he knew where he was going .
88710	LJ111860	negative	I am so new and know nothing .
54481	LJ111863	positive	Me and Patrick are doing well , it is nice and calm .
112944	LJ111867	positive	Only having one real argument is a huge success .
13495	LJ111870	neutral	So , we had to evacuate our town on Monday .
102168	LJ111872	neutral	if no one has a problem with it , its really nothing to complain about .
463584	LJ111876	negative	Music : No music , not sure why , just did not feel like RSI : How about some nice exercises ?
269854	LJ111880	negative	That is a precident that will destroy the company .
34168	LJ111882	neutral	how did you know it was raining ???
100417	LJ111885	neutral	Should I try to get a store to buy it from me ?
44612	LJ111887	positive	I wish you could come visit and play Monopoly right now .
65401	LJ111889	neutral	that is you before makeup , is not it ?
132200	LJ111890	neutral	What mac Counter are you looking to work at .
47785	LJ111891	negative	No , that is not true at all .
54481	LJ111894	positive	good to hear that you are doing so well and are happy now !
54481	LJ111898	positive	I redyed my hair , it is this nice dark red ..
112944	LJ111900	neutral	Traveling together is a serious test of a relationship .
218101	LJ111902	positive	I know some basic html and override stuff , but mainly it is just trial and error until I like it .
113717	LJ111905	negative	I am not very amused lately ... just in general .
113704	LJ111907	negative	It is hard to resist arguing with them , but they are all so fucking stupid that it does not even get you anywhere .
127926	LJ111911	neutral	I wish I had thought of that when I saw him .
54060	LJ111913	positive	sounds like ill be seeing you sporting a lot more AA !
88710	LJ111915	positive	It is durable , and smells lovely , and is protective , and malleable .
136592	LJ111918	negative	hahahahaha what is wrong with you , why would you let ANYONE at the easter show do your makeup ?
34168	LJ111920	neutral	Is it true what i have heard though , that in canada you can buy milk in bags ?
88710	LJ111921	negative	( Botox really freaks me out ) .
43473	LJ111923	neutral	such as carder NEEDS you on the field .
60361	LJ111924	neutral	The boy was someone from school and I googled the hell out of him .
463584	LJ111926	positive	It is good on its own , and it definitely pairs strongly with Among Others .
108959	LJ111929	positive	This is one of the greatest shows ever made .
47785	LJ111931	neutral	Yeah for the most part , but I am sure taking whatever crank makes isnt entirely legal either .
108741	LJ111934	positive	But at least you got a bottle of vodka out of it .
100417	LJ111935	positive	But I had like to know what I should do with it .
50827	LJ111939	positive	In this LLLINKKK excellent piece , Annie Proulx opines on her Oscar-night loss .
34168	LJ111941	positive	That is the one , and yes , it is great reading .
10576	LJ111943	neutral	It is hard to say ... as long as it is not toooo big !
110607	LJ111946	negative	I think I am probably anemic or have leukemia , I fit a lot of the symptoms for both .
374243	LJ111948	neutral	We need to feed you up on some Bangra music , and then teach you the Indian Light Bulb Dance .
570064	LJ111949	positive	Hahah , that actually crossed my mind when I posted them !
520040	LJ111951	neutral	I am there , under Red Tango .
96973	LJ111952	neutral	LLLINKKK or should i say UDDERLY oh ha ha ha .
111010	LJ111953	positive	And I have decided I am okay with that .
374243	LJ111955	positive	However , I like `` indian '' music , so this fit into my existing likes .
136592	LJ111957	negative	Ordinarily I do not let anyone else near my face with makeup .
368315	LJ111961	neutral	Aargh ; I have been told tonight will probably go late .
113717	LJ111963	neutral	Jordan and I chilled at the mall for a while .
10260	LJ111965	neutral	AAnd I just watched the Spider one .
130518	LJ111967	positive	Do not miss the last photo in the eBay listing .
112641	LJ111969	positive	add as much as you want ) bake for 1 hour at 350 it was seriously delicious !
108959	LJ111971	negative	They really need to rename it Scott Baio is 45 and a Douchebag , or just Scott Baio is a Douchebag .
33149	LJ111974	negative	Hey i am not sure i will find out for you now .
10576	LJ111976	negative	Sorry it took me so long to reply , I hope you have not given up on me .
34168	LJ111979	neutral	I feel your pain though , it is not like the UK has much local cuisine to tout either .
10260	LJ111982	positive	\* hugs \* thanks for the morning funnies !
374243	LJ111985	negative	Someone really wanted me to like Erkin Koray , and I just do not .
